"hotel","is_canceled","lead_time","arrival_date_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","market_segment","distribution_channel","is_repeated_guest","booking_changes","deposit_type","customer_type","required_car_parking_spaces","total_of_special_requests","restype","room_coherence","prev_cancellations","waiting_list"
"Resort Hotel","0",25,"June",2,3,1,2,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient-Party",0,3,"agent","1",0,0
"Resort Hotel","0",29,"February",0,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",97,"February",0,3,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",40,"June",2,3,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",183,"February",0,3,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",64,"June",1,4,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",9,"February",0,4,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",49,"June",2,5,2,2,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",59,"February",0,4,3,0,0,"HB","Online TA","TA/TO","0",1,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",131,"June",2,5,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,3,"agent","1",0,0
"Resort Hotel","0",69,"February",0,4,3,1,0,"HB","Online TA","TA/TO","0",1,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",1,"June",1,4,1,2,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,2,"agent","1",0,0
"Resort Hotel","0",231,"February",0,4,2,0,1,"HB","Online TA","TA/TO","0",3,"No Deposit","Transient",1,5,"agent","1",0,0
"Resort Hotel","0",182,"June",2,6,2,1,1,"HB","Direct","Direct","0",2,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",129,"February",0,4,2,1,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",23,"June",1,5,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,2,"agent","1",0,0
"Resort Hotel","0",185,"June",3,5,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",100,"February",1,4,2,0,0,"FB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",12,"February",1,4,1,1,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",16,"February",1,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,3,"agent","1",0,0
"Resort Hotel","0",11,"February",1,4,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",1,2,"agent","1",0,0
"Resort Hotel","0",19,"February",1,1,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,4,"agent","0",0,0
"Resort Hotel","0",182,"June",3,6,2,2,0,"HB","Direct","Direct","0",1,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",87,"February",1,3,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",23,"February",2,1,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",11,"February",2,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,4,"agent","1",0,0
"Resort Hotel","0",231,"February",2,4,2,2,0,"HB","Online TA","TA/TO","0",4,"No Deposit","Transient",1,5,"agent","1",0,0
"Resort Hotel","0",231,"February",2,4,2,0,0,"HB","Online TA","TA/TO","0",3,"No Deposit","Transient",1,4,"agent","1",0,0
"Resort Hotel","0",263,"February",2,6,2,1,0,"HB","Direct","Direct","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",51,"February",2,5,2,0,0,"HB","Direct","Direct","0",1,"No Deposit","Transient",0,2,"company","1",0,0
"Resort Hotel","0",8,"February",2,1,2,2,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",23,"February",2,4,2,0,0,"HB","Online TA","TA/TO","0",1,"No Deposit","Transient",1,3,"agent","1",0,0
"Resort Hotel","0",43,"February",2,3,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,3,"agent","1",0,0
"Resort Hotel","0",3,"February",1,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",32,"February",2,3,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",95,"February",2,4,2,2,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",40,"February",1,2,2,2,0,"HB","Direct","Direct","0",1,"No Deposit","Transient",0,3,"agent","1",0,0
"Resort Hotel","0",3,"February",0,1,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",1,"February",0,1,2,0,0,"BB","Direct","TA/TO","0",0,"No Deposit","Transient",0,2,"company","1",0,0
"Resort Hotel","0",207,"February",0,4,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",218,"February",2,5,1,1,0,"HB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",218,"February",2,5,2,0,0,"HB","Offline TA/TO","TA/TO","0",1,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",14,"February",0,3,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",31,"February",1,4,2,1,0,"HB","Direct","Direct","0",1,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",33,"February",0,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,1,"agent","0",0,0
"Resort Hotel","0",174,"February",0,3,3,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient-Party",1,1,"agent","1",0,0
"Resort Hotel","0",174,"February",0,3,3,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient-Party",1,1,"agent","1",0,0
"Resort Hotel","0",15,"February",2,4,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,3,"agent","1",0,0
"Resort Hotel","0",33,"February",1,4,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",189,"February",2,8,2,0,0,"HB","Online TA","TA/TO","0",1,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",189,"February",2,8,2,0,0,"HB","Online TA","TA/TO","0",1,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",38,"February",2,5,2,0,0,"HB","Direct","Direct","0",0,"No Deposit","Transient",1,1,"agent","1",0,0
"Resort Hotel","0",176,"February",1,5,2,2,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",38,"February",1,5,2,1,0,"HB","Direct","Direct","0",1,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",291,"February",1,5,2,0,0,"BB","Online TA","TA/TO","0",2,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",291,"February",1,5,2,0,0,"BB","Online TA","TA/TO","0",2,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",84,"February",0,5,2,2,0,"Undefined","Direct","Direct","0",0,"No Deposit","Transient",0,1,"company","1",0,0
"Resort Hotel","0",5,"February",0,1,2,2,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,3,"agent","1",0,0
"Resort Hotel","0",30,"February",0,5,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",43,"February",2,5,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",87,"February",1,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",28,"February",2,5,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",11,"February",1,1,2,2,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,2,"agent","1",0,0
"Resort Hotel","0",45,"February",1,3,2,0,0,"HB","Online TA","TA/TO","0",1,"No Deposit","Transient",0,1,"agent","0",0,0
"Resort Hotel","0",43,"February",2,5,3,0,0,"HB","Online TA","TA/TO","0",1,"No Deposit","Transient",1,0,"agent","1",0,0
"Resort Hotel","0",280,"February",2,6,2,0,0,"HB","Online TA","TA/TO","0",1,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",0,"February",0,1,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,0,"company","1",0,0
"Resort Hotel","0",0,"February",0,1,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,0,"company","1",0,0
"Resort Hotel","0",0,"February",0,1,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,0,"company","1",0,0
"Resort Hotel","0",0,"February",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,1,"agent","1",0,0
"Resort Hotel","0",254,"February",2,3,2,1,0,"BB","Online TA","TA/TO","0",1,"No Deposit","Transient",0,1,"agent","0",0,0
"Resort Hotel","0",97,"February",2,4,2,0,0,"BB","Online TA","TA/TO","0",2,"No Deposit","Transient-Party",0,3,"agent","1",0,0
"Resort Hotel","0",97,"February",2,4,2,0,0,"BB","Online TA","TA/TO","0",2,"No Deposit","Transient-Party",0,3,"agent","1",0,0
"Resort Hotel","0",44,"February",2,5,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",44,"February",2,5,3,0,0,"HB","Online TA","TA/TO","0",1,"No Deposit","Transient-Party",0,2,"agent","1",0,0
"Resort Hotel","0",85,"February",2,5,2,0,0,"HB","Online TA","TA/TO","0",1,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",226,"February",2,4,2,2,0,"Undefined","Online TA","TA/TO","0",1,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",20,"February",2,2,2,1,1,"BB","Direct","Direct","0",1,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",2,"February",0,1,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient-Party",0,3,"agent","1",0,0
"Resort Hotel","0",2,"February",0,1,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient-Party",0,3,"agent","1",0,0
"Resort Hotel","0",6,"February",0,3,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",33,"February",1,3,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,1,"agent","1",0,0
"Resort Hotel","0",56,"February",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient-Party",0,4,"agent","0",0,0
"Resort Hotel","0",57,"February",2,5,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient-Party",0,4,"agent","1",0,0
"Resort Hotel","0",56,"February",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient-Party",0,4,"agent","0",0,0
"Resort Hotel","0",57,"February",2,5,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient-Party",0,4,"agent","1",0,0
"Resort Hotel","0",197,"February",2,5,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",0,"February",0,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",32,"February",2,9,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",338,"February",2,9,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,4,"agent","1",0,0
"Resort Hotel","0",43,"February",0,5,2,2,0,"HB","Direct","Direct","0",5,"No Deposit","Transient",1,2,"agent","1",0,0
"Resort Hotel","0",88,"February",0,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",176,"February",2,6,2,0,0,"HB","Online TA","TA/TO","0",1,"No Deposit","Transient",0,2,"agent","0",0,0
"Resort Hotel","0",280,"February",0,5,3,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,3,"agent","1",0,0
"Resort Hotel","0",69,"February",0,3,2,2,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",2,"February",0,1,2,1,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,1,"agent","0",0,0
"Resort Hotel","0",367,"February",2,5,2,0,0,"HB","Online TA","TA/TO","0",1,"No Deposit","Transient",1,3,"agent","1",0,0
"Resort Hotel","0",0,"February",1,0,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,0,"company","1",0,0
"Resort Hotel","0",309,"February",1,2,2,0,0,"HB","Online TA","Direct","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",194,"February",2,5,2,0,0,"HB","Online TA","TA/TO","0",3,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",64,"February",1,4,3,1,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",3,"February",1,0,1,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",212,"February",1,3,2,1,0,"BB","Online TA","TA/TO","0",1,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",212,"February",1,3,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"Resort Hotel","0",7,"February",1,4,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,2,"agent","1",0,0
"Resort Hotel","0",20,"February",2,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","0",0,0
"Resort Hotel","0",104,"February",2,3,3,1,0,"HB","Online TA","TA/TO","0",2,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",118,"February",2,3,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",7,"February",2,3,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",29,"February",2,4,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",76,"February",2,4,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",19,"February",2,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",30,"February",1,0,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",1,1,"agent","1",0,0
"Resort Hotel","0",4,"February",1,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",19,"February",1,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",183,"February",2,5,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",9,"February",0,1,2,2,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",1,3,"agent","1",0,0
"Resort Hotel","0",22,"February",2,2,3,1,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",0,"February",0,1,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,0,"company","1",0,0
"Resort Hotel","0",82,"February",2,5,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",295,"February",2,2,2,1,0,"HB","Online TA","TA/TO","0",1,"No Deposit","Transient",0,3,"agent","1",0,0
"Resort Hotel","0",1,"February",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",7,"February",1,2,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",3,"February",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",19,"February",1,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",4,"February",2,3,3,0,0,"HB","Direct","Direct","0",1,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",197,"February",2,5,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",12,"February",1,3,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",124,"February",2,7,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,3,"agent","1",0,0
"Resort Hotel","0",47,"February",0,2,2,2,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",125,"February",2,4,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,2,"agent","1",0,0
"Resort Hotel","0",157,"February",2,5,2,0,0,"HB","Online TA","TA/TO","0",1,"No Deposit","Transient-Party",1,1,"agent","1",0,0
"Resort Hotel","0",17,"February",0,2,2,2,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",7,"February",1,4,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",0,"February",0,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",327,"February",2,8,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,2,"agent","1",0,0
"Resort Hotel","0",134,"February",0,5,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient-Party",0,2,"agent","1",0,0
"Resort Hotel","0",134,"February",0,5,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient-Party",0,2,"agent","1",0,0
"Resort Hotel","0",7,"February",0,2,3,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",42,"February",0,4,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",58,"February",0,4,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",220,"February",0,5,2,2,0,"BB","Online TA","TA/TO","0",2,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",4,"February",0,2,2,0,1,"BB","Online TA","TA/TO","0",1,"No Deposit","Transient",0,3,"agent","1",0,0
"Resort Hotel","0",5,"February",0,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,2,"agent","1",0,0
"Resort Hotel","0",13,"February",1,1,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,3,"agent","1",0,0
"Resort Hotel","0",22,"February",1,2,2,2,0,"HB","Online TA","TA/TO","0",1,"No Deposit","Transient-Party",0,2,"agent","1",0,0
"Resort Hotel","0",22,"February",1,2,2,0,0,"HB","Online TA","TA/TO","0",1,"No Deposit","Transient-Party",0,2,"agent","1",0,0
"Resort Hotel","0",25,"February",1,5,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,3,"agent","1",0,0
"Resort Hotel","0",27,"February",2,5,3,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",1,2,"agent","1",0,0
"Resort Hotel","0",203,"February",2,5,2,0,0,"Undefined","Direct","Direct","0",1,"No Deposit","Transient",0,3,"agent","1",0,0
"Resort Hotel","0",6,"February",1,3,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","0",0,0
"Resort Hotel","0",102,"February",2,5,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,0,"agent","1",0,0
"Resort Hotel","0",250,"February",2,4,2,1,0,"HB","Direct","Direct","0",1,"No Deposit","Transient",1,2,"agent","1",0,0
"Resort Hotel","0",204,"February",2,1,2,1,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient-Party",0,2,"agent","1",0,0
"Resort Hotel","0",204,"February",2,1,2,1,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient-Party",0,2,"agent","1",0,0
"Resort Hotel","0",23,"February",2,1,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",204,"February",2,1,2,2,0,"HB","Online TA","TA/TO","0",1,"No Deposit","Transient",0,1,"agent","1",0,0
"Resort Hotel","0",21,"February",2,2,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",41,"February",2,2,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,2,"agent","1",0,0
"Resort Hotel","0",85,"February",2,1,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,2,"agent","1",0,0
"Resort Hotel","0",8,"February",0,1,1,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"Resort Hotel","0",59,"February",2,3,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,4,"agent","1",0,0
"Resort Hotel","0",59,"February",2,3,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,4,"agent","1",0,0
"Resort Hotel","0",56,"February",1,2,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,0,"agent","1",0,0
"Resort Hotel","0",31,"February",1,3,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,2,"agent","1",0,0
"Resort Hotel","0",1,"February",1,3,2,0,0,"BB","Online TA","TA/TO","0",1,"No Deposit","Transient",0,3,"agent","1",0,0
"Resort Hotel","0",37,"February",2,4,2,0,0,"HB","Direct","Direct","0",1,"No Deposit","Transient",1,1,"agent","1",0,0
"Resort Hotel","0",5,"February",2,5,2,2,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,2,"agent","1",0,0
"Resort Hotel","0",30,"February",0,4,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,2,"agent","1",0,0
"Resort Hotel","0",128,"February",1,4,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",37,"February",1,4,2,2,0,"HB","Online TA","TA/TO","0",1,"No Deposit","Transient",1,3,"agent","1",0,0
"Resort Hotel","0",1,"February",0,2,2,0,0,"BB","Direct","Direct","0",0,"No Deposit","Transient",1,0,"agent","1",0,0
"Resort Hotel","0",17,"February",0,3,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient-Party",0,3,"agent","1",0,0
"Resort Hotel","0",17,"February",0,3,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient-Party",0,3,"agent","1",0,0
"Resort Hotel","0",13,"February",1,5,2,1,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,3,"agent","1",0,0
"Resort Hotel","0",19,"February",0,3,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",9,"February",1,5,2,2,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"Resort Hotel","0",7,"February",1,4,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",1,1,"agent","1",0,0
"Resort Hotel","0",97,"February",4,5,2,0,0,"BB","Offline TA/TO","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","1",0,0
"Resort Hotel","0",87,"February",2,4,2,0,0,"HB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,0,"agent","0",0,0
"Resort Hotel","0",239,"February",2,9,2,0,0,"BB","Online TA","TA/TO","0",0,"No Deposit","Transient",0,2,"agent","1",0,0
"City Hotel","0",19,"June",2,2,2,0,0,"BB","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"City Hotel","0",19,"June",2,2,2,0,0,"BB","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,1,"agent","0",0,0
"City Hotel","0",25,"June",1,1,2,0,0,"BB","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"City Hotel","0",25,"June",1,1,2,0,0,"BB","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"City Hotel","0",25,"June",1,1,3,0,0,"BB","Groups","TA/TO","0",1,"No Deposit","Transient-Party",0,0,"agent","0",0,0
"City Hotel","0",25,"June",1,1,2,0,0,"BB","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"City Hotel","0",25,"June",1,1,2,0,0,"BB","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"City Hotel","0",25,"June",1,1,1,0,0,"BB","Groups","TA/TO","0",1,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"City Hotel","0",25,"June",1,1,1,0,0,"BB","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"City Hotel","0",25,"June",1,1,2,0,0,"BB","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"City Hotel","0",25,"June",1,1,2,0,0,"BB","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"City Hotel","0",25,"June",1,1,1,0,0,"BB","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"City Hotel","0",25,"June",1,1,1,0,0,"BB","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"City Hotel","0",25,"June",1,1,2,0,0,"BB","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
"City Hotel","0",25,"June",1,1,3,0,0,"BB","Groups","TA/TO","0",1,"No Deposit","Transient-Party",0,0,"agent","0",0,0
"City Hotel","0",25,"June",1,1,2,0,0,"BB","Groups","TA/TO","0",0,"No Deposit","Transient-Party",0,0,"agent","1",0,0
